date;transaction_id;product_name;quantity;category;;;;;
14/03/24;240314013;Foam sekat;2;Lain-lain;;;;;
14/03/24;240314014;Kilat 40M;1;Kresek;;;;;
14/03/24;240314015;Kertas beo;1;Lain-lain;;;;;
14/03/24;240314016;Tomat 2kg;1;Plastik;;;;;
14/03/24;240314017;Semangka 24;2;Kresek;;;;;
14/03/24;240314018;Sendok teh W;1;Lain-lain;;;;;
14/03/24;240314019;Milenium 50;1;Kresek;;;;;
14/03/24;240314020;Dozer 15;1;Kresek;;;;;
14/03/24;240314021;Sedotan garis;1;Sedotan;;;;;
14/03/24;240314022;Palapa 35H;1;Kresek;;;;;
14/03/24;240314023;Kresek 1 gelas;1;Gelas;;;;;
14/03/24;240314024;Kresek 2 gelas;1;Gelas;;;;;
14/03/24;240314025;Mawar 15;1;Lain-lain;;;;;
14/03/24;240314026;Thinwall 1000ml R;1;Thinwall;;;;;
14/03/24;240314026;Gelas Hok 14oz;1;Gelas;;;;;
14/03/24;240314026;Tutup gelas;1;Gelas;;;;;
14/03/24;240314026;Sendok teh B;1;Lain-lain;;;;;
14/03/24;240314026;Thinwall 500ml;1;Thinwall;;;;;
14/03/24;240314027;Sarung tangan;1;Lain-lain;;;;;
14/03/24;240314028;Tutup gelas;1;Gelas;;;;;
14/03/24;240314029;Tikus 1/4kg;1;Plastik;;;;;
14/03/24;240314029;Jeruk 1/2kg;1;Plastik;;;;;
14/03/24;240314029;Sedotan garis;1;Sedotan;;;;;
14/03/24;240314030;Klip 17x11;1;Klip;;;;;
14/03/24;240314031;See-u bantal;2;Lain-lain;;;;;
14/03/24;240314031;Gading 40H;1;Kresek;;;;;
14/03/24;240314031;Sarung tangan;1;Lain-lain;;;;;
14/03/24;240314032;Tikus 1/2kg;1;Plastik;;;;;
14/03/24;240314033;Klip 8x5;1;Klip;;;;;
14/03/24;240314033;Kresek 1 gelas;1;Gelas;;;;;
14/03/24;240314033;Karet 1 ons;1;Lain-lain;;;;;
15/03/24;240315001;Jeruk 1/2kg;3;Plastik;;;;;
15/03/24;240315001;Karet 1 ons;1;Lain-lain;;;;;
15/03/24;240315001;Semangka 24;1;Kresek;;;;;
15/03/24;240315001;Sedotan garis;1;Sedotan;;;;;
15/03/24;240315002;Gading 40H;1;Kresek;;;;;
15/03/24;240315003;Dozer 24;1;Kresek;;;;;
15/03/24;240315003;Semangka 24;1;Kresek;;;;;
15/03/24;240315004;Dos R3A;1;Lain-lain;;;;;
15/03/24;240315004;Rice paper;1;Lain-lain;;;;;
15/03/24;240315005;Dos R3A;4;Lain-lain;;;;;
15/03/24;240315005;Isolasi kecil;1;Lain-lain;;;;;
15/03/24;240315006;Koyor 15;1;Lain-lain;;;;;
15/03/24;240315007;Sarung tangan;1;Lain-lain;;;;;
15/03/24;240315007;Kertas gajah;1;Lain-lain;;;;;
15/03/24;240315008;Klip 8x5;4;Klip;;;;;
15/03/24;240315009;Puma 8x15;1;Plastik;;;;;
15/03/24;240315010;Nemo 15;2;Kresek;;;;;
15/03/24;240315011;Nemo 24;1;Kresek;;;;;
15/03/24;240315012;Palapa 40H;1;Kresek;;;;;
15/03/24;240315013;Cup jumbo;2;Cup;;;;;
15/03/24;240315014;Karet 1 ons;1;Lain-lain;;;;;
15/03/24;240315015;Puma 1kg;5;Plastik;;;;;
15/03/24;240315016;OPP 12x12;2;OPP;;;;;
15/03/24;240315017;Semangka 24;1;Kresek;;;;;
15/03/24;240315017;Tikus 1kg;1;Plastik;;;;;
15/03/24;240315018;Foam polos;1;Lain-lain;;;;;
15/03/24;240315019;Gelas Hok 12oz;1;Gelas;;;;;
15/03/24;240315020;Dozer 15;1;Kresek;;;;;
15/03/24;240315021;Semangka 24;1;Kresek;;;;;
15/03/24;240315022;HD los 28H;1;Lain-lain;;;;;
15/03/24;240315023;Koyor 15;1;Lain-lain;;;;;
15/03/24;240315024;Tusuk sate;1;Lain-lain;;;;;
15/03/24;240315025;Sedotan hitam tekuk;1;Sedotan;;;;;
15/03/24;240315026;Gelas Hok 12oz;1;Gelas;;;;;
15/03/24;240315027;Tutup gelas;1;Gelas;;;;;
15/03/24;240315028;Karet 1 ons;1;Lain-lain;;;;;
15/03/24;240315029;Semangka 15;3;Kresek;;;;;
15/03/24;240315030;Semangka 24;1;Kresek;;;;;
15/03/24;240315031;Semangka 15;1;Kresek;;;;;
15/03/24;240315032;Semangka 24;1;Kresek;;;;;
15/03/24;240315033;Jeruk 1/2kg;1;Plastik;;;;;
15/03/24;240315034;See-u classic;2;Lain-lain;;;;;
15/03/24;240315035;Tusuk sate;1;Lain-lain;;;;;
15/03/24;240315036;Mika 3T;1;Mika;;;;;
15/03/24;240315037;Nemo 24;1;Kresek;;;;;
15/03/24;240315038;Kertas beo;1;Lain-lain;;;;;
15/03/24;240315039;Semangka 15;2;Kresek;;;;;
15/03/24;240315040;Isolasi kecil;2;Lain-lain;;;;;
15/03/24;240315041;Kamboja 21;1;Kresek;;;;;
15/03/24;240315042;Sarung tangan;1;Lain-lain;;;;;
15/03/24;240315043;Dozer 15;1;Kresek;;;;;
15/03/24;240315044;Kancil 1/4kg;2;Plastik;;;;;
15/03/24;240315045;Sendok jelly;1;Lain-lain;;;;;
15/03/24;240315046;Semangka 15;1;Kresek;;;;;
15/03/24;240315047;Mika 5T;1;Mika;;;;;
15/03/24;240315048;Jeruk 1/2kg;1;Plastik;;;;;
15/03/24;240315049;Sedotan putih tekuk;1;Sedotan;;;;;
15/03/24;240315050;Jeruk 1/2kg;1;Plastik;;;;;
15/03/24;240315051;Semangka 24;1;Kresek;;;;;
15/03/24;240315052;HD los 28H;1;Lain-lain;;;;;
15/03/24;240315053;Gading 40M;1;Kresek;;;;;
15/03/24;240315054;Raja 24W;1;Kresek;;;;;
15/03/24;240315055;Klip 7x10;2;Klip;;;;;
15/03/24;240315056;Kresek 1 gelas;2;Gelas;;;;;
15/03/24;240315057;Gading 40H;1;Kresek;;;;;
15/03/24;240315058;Semangka 15;1;Kresek;;;;;
15/03/24;240315059;Jeruk 1/2kg;1;Plastik;;;;;
15/03/24;240315060;Kertas beo;4;Lain-lain;;;;;
15/03/24;240315061;Sendok smart;15;Lain-lain;;;;;
15/03/24;240315061;Sarung tangan;1;Lain-lain;;;;;
15/03/24;240315062;Gading 40H;2;Kresek;;;;;
15/03/24;240315063;Sendok teh W;1;Lain-lain;;;;;
15/03/24;240315063;Dozer 15;1;Kresek;;;;;
15/03/24;240315064;Gading 35H;1;Kresek;;;;;
15/03/24;240315064;OPP 12x12;1;OPP;;;;;
15/03/24;240315064;OPP 13x13;2;OPP;;;;;
16/03/24;240316001;Palapa 40M;1;Kresek;;;;;
16/03/24;240316002;Nemo 15;1;Kresek;;;;;
16/03/24;240316003;Nemo 24;1;Kresek;;;;;
16/03/24;240316003;Semangka 24;2;Kresek;;;;;
16/03/24;240316004;Gading 28H;1;Kresek;;;;;
16/03/24;240316005;Dozer 24;1;Kresek;;;;;
16/03/24;240316005;Dozer 15;1;Kresek;;;;;
16/03/24;240316006;Cup oval;1;Cup;;;;;
16/03/24;240316007;Kertas gajah;1;Lain-lain;;;;;
16/03/24;240316007;Jeruk 1/2kg;1;Plastik;;;;;
16/03/24;240316007;Sendok smart;2;Lain-lain;;;;;
16/03/24;240316007;Klip 4x6;1;Klip;;;;;
16/03/24;240316008;Gelas Olala 12oz;1;Gelas;;;;;
16/03/24;240316009;Tissue nice;1;Lain-lain;;;;;
16/03/24;240316010;Tutup gelas;1;Gelas;;;;;
16/03/24;240316010;Gelas Hok 16oz;1;Gelas;;;;;
16/03/24;240316011;Mika 6A;1;Mika;;;;;
16/03/24;240316012;Sedotan garis;1;Sedotan;;;;;
16/03/24;240316013;Gading 28H;1;Kresek;;;;;
16/03/24;240316014;Palapa 40H;2;Kresek;;;;;
16/03/24;240316015;Gading 40H;2;Kresek;;;;;
16/03/24;240316016;Milenium 55;1;Kresek;;;;;
16/03/24;240316017;See-u roll;1;Lain-lain;;;;;
16/03/24;240316018;Cup 25ml;1;Cup;;;;;
16/03/24;240316019;Cup 25ml;1;Cup;;;;;
16/03/24;240316020;Cup 35ml;1;Cup;;;;;
16/03/24;240316021;Thinwall 1500ml;1;Thinwall;;;;;
16/03/24;240316022;Tictas 1/2kg;1;Plastik;;;;;
16/03/24;240316023;OPP 11x11;1;OPP;;;;;
16/03/24;240316024;Kertas beo;1;Lain-lain;;;;;
16/03/24;240316025;Kancil 1/4kg;2;Plastik;;;;;
16/03/24;240316026;Klip 8x5;5;Klip;;;;;
16/03/24;240316027;Dos R18;5;Lain-lain;;;;;
16/03/24;240316028;Thinwall 650ml;1;Thinwall;;;;;
16/03/24;240316029;Karet 1/2kg;1;Lain-lain;;;;;
16/03/24;240316030;Isolasi kecil;1;Lain-lain;;;;;
16/03/24;240316031;Semangka 15;1;Kresek;;;;;
16/03/24;240316032;Semangka 24;1;Kresek;;;;;
16/03/24;240316033;Kertas beo;3;Lain-lain;;;;;
16/03/24;240316034;Kertas beo;1;Lain-lain;;;;;
16/03/24;240316035;Puma 2kg;1;Plastik;;;;;
16/03/24;240316036;Gelas Hok 12oz;1;Gelas;;;;;
16/03/24;240316037;Sendok smart;1;Lain-lain;;;;;
16/03/24;240316038;Klip 4x6;2;Klip;;;;;
16/03/24;240316039;Jeruk 1/2kg;1;Plastik;;;;;
16/03/24;240316040;Kresek gelas mutiara;1;Gelas;;;;;
16/03/24;240316041;Semangka 15;2;Kresek;;;;;
16/03/24;240316042;Tomat 1kg;1;Plastik;;;;;
16/03/24;240316043;Jeruk 1/2kg;1;Plastik;;;;;
16/03/24;240316044;Karet 1 ons;1;Lain-lain;;;;;
16/03/24;240316045;Tutup gelas;2;Gelas;;;;;
16/03/24;240316046;Foam bubur;1;Lain-lain;;;;;
16/03/24;240316047;Thinwall 1500ml;1;Thinwall;;;;;
16/03/24;240316048;Gelas Merak 18oz;2;Gelas;;;;;
16/03/24;240316049;Kresek gelas mutiara;1;Gelas;;;;;
16/03/24;240316050;Jeruk 1/2kg;1;Plastik;;;;;
16/03/24;240316051;Puma 8x35;1;Plastik;;;;;
16/03/24;240316052;Karet 1 ons;1;Lain-lain;;;;;
16/03/24;240316053;Mangkok DM 300ml;2;Thinwall;;;;;
16/03/24;240316054;See-u bantal;2;Lain-lain;;;;;
16/03/24;240316055;Dozer 15;1;Kresek;;;;;
16/03/24;240316055;Dozer 24;1;Kresek;;;;;
16/03/24;240316055;Dozer 28;1;Kresek;;;;;
16/03/24;240316056;Gading 35H;1;Kresek;;;;;
16/03/24;240316057;Semangka 24;1;Kresek;;;;;
16/03/24;240316058;Gawang 40x60x02;1;Lain-lain;;;;;
17/03/24;240317001;Gelas Hok 12oz;2;Gelas;;;;;
17/03/24;240317001;Tutup gelas;2;Gelas;;;;;
17/03/24;240317002;Gawang 60x40x02;1;Lain-lain;;;;;
17/03/24;240317003;Gawang 40x60x02;1;Lain-lain;;;;;
17/03/24;240317004;Semangka 15;4;Kresek;;;;;
17/03/24;240317005;Liberty 15;1;Kresek;;;;;
17/03/24;240317006;Nemo 24;1;Kresek;;;;;
17/03/24;240317006;Gelas Merak 18oz;2;Gelas;;;;;
17/03/24;240317006;Kresek 1 gelas;1;Gelas;;;;;
17/03/24;240317006;Tutup gelas;1;Gelas;;;;;
17/03/24;240317007;Sendok bebek;1;Lain-lain;;;;;
17/03/24;240317008;Kertas beo;3;Lain-lain;;;;;
17/03/24;240317009;Tissue pascoy;1;Lain-lain;;;;;
17/03/24;240317010;Klip 7x10;2;Klip;;;;;
17/03/24;240317011;Kancil 1/4kg;1;Plastik;;;;;
17/03/24;240317012;Klip 8x5;1;Klip;;;;;
17/03/24;240317013;Nemo 15;1;Kresek;;;;;
17/03/24;240317014;Kancil 1/4kg;1;Plastik;;;;;
17/03/24;240317015;Liberty 24;1;Kresek;;;;;
17/03/24;240317016;Semangka 24;1;Kresek;;;;;
17/03/24;240317017;OPP 12x12;1;OPP;;;;;
17/03/24;240317018;Tutup gelas;1;Gelas;;;;;
17/03/24;240317019;Gelas Merak 22oz;1;Gelas;;;;;
17/03/24;240317020;Mika 3T;1;Mika;;;;;
17/03/24;240317021;Cup oval;4;Cup;;;;;
17/03/24;240317022;Jeruk 1kg;1;Plastik;;;;;
17/03/24;240317023;Gading 35H;1;Kresek;;;;;
17/03/24;240317024;Gading 40H;1;Kresek;;;;;
17/03/24;240317025;Nemo 15;1;Kresek;;;;;
17/03/24;240317026;Semangka 24;1;Kresek;;;;;
17/03/24;240317027;Kertas gajah;1;Lain-lain;;;;;
17/03/24;240317028;Sendok smart;1;Lain-lain;;;;;
17/03/24;240317029;Tikus 1/4kg;2;Plastik;;;;;
17/03/24;240317030;Dozer 15;1;Kresek;;;;;
17/03/24;240317031;Jeruk 1/2kg;2;Plastik;;;;;
17/03/24;240317032;Sedotan garis;1;Sedotan;;;;;
17/03/24;240317033;Karet 1 ons;1;Lain-lain;;;;;
17/03/24;240317034;Kertas beo;1;Lain-lain;;;;;
17/03/24;240317035;Semangka 15;1;Kresek;;;;;
17/03/24;240317036;Dozer 15;1;Kresek;;;;;
17/03/24;240317037;Kertas beo;2;Lain-lain;;;;;
17/03/24;240317038;Mika 3T;1;Mika;;;;;
17/03/24;240317039;Cup 150ml;1;Cup;;;;;
17/03/24;240317040;Tomat 2kg;1;Plastik;;;;;
18/03/24;240318001;HD los 28H;1;Lain-lain;;;;;
18/03/24;240318001;Palapa 40H;1;Kresek;;;;;
18/03/24;240318002;Palapa 40H;2;Kresek;;;;;
18/03/24;240318002;Jeruk 1kg;1;Plastik;;;;;
18/03/24;240318003;Jeruk 1kg;1;Plastik;;;;;
18/03/24;240318004;Tomat 1kg;1;Plastik;;;;;
18/03/24;240318005;Sarung tangan;1;Lain-lain;;;;;
18/03/24;240318006;Gelas Hok 12oz;1;Gelas;;;;;
18/03/24;240318006;Tutup gelas;1;Gelas;;;;;
18/03/24;240318007;Gading 35H;1;Kresek;;;;;
18/03/24;240318008;Gelas Hok 12oz;1;Gelas;;;;;
18/03/24;240318008;Foam bubur;1;Lain-lain;;;;;
18/03/24;240318008;Kertas coklat bulat;1;Lain-lain;;;;;
18/03/24;240318008;Sendok smart;1;Lain-lain;;;;;
18/03/24;240318009;Klip 8x5;1;Klip;;;;;
18/03/24;240318009;Klip 7x10;1;Klip;;;;;
18/03/24;240318009;Sedotan putih tekuk;1;Sedotan;;;;;
18/03/24;240318010;Foam sekat;5;Lain-lain;;;;;
18/03/24;240318011;Garpu tart;2;Lain-lain;;;;;
18/03/24;240318011;Piring tart;3;Lain-lain;;;;;
18/03/24;240318011;Tissue dapur;2;Lain-lain;;;;;
18/03/24;240318012;Foam bubur;1;Lain-lain;;;;;
18/03/24;240318013;Tomat 1kg;1;Plastik;;;;;
18/03/24;240318013;Palapa 35H;2;Kresek;;;;;
18/03/24;240318013;Palapa 40H;2;Kresek;;;;;
18/03/24;240318013;Gading 28P;1;Kresek;;;;;
18/03/24;240318014;Mika segitiga;1;Mika;;;;;
18/03/24;240318014;Mika sandwich;1;Mika;;;;;
18/03/24;240318015;Dos R18;2;Lain-lain;;;;;
18/03/24;240318016;Sedotan garis;1;Sedotan;;;;;
18/03/24;240318016;Dozer 15;1;Kresek;;;;;
18/03/24;240318016;Semangka 15;2;Kresek;;;;;
18/03/24;240318016;Karet 1/2kg;1;Lain-lain;;;;;
18/03/24;240318016;Rice paper;1;Lain-lain;;;;;
18/03/24;240318017;Thinwall 1500ml;1;Thinwall;;;;;
18/03/24;240318018;Jeruk 1/2kg;1;Plastik;;;;;
18/03/24;240318019;Gelas Merak 22oz;1;Gelas;;;;;
18/03/24;240318020;Jeruk 1/2kg;1;Plastik;;;;;
19/03/24;240319001;Mika 5T;1;Mika;;;;;
19/03/24;240319002;Semangka 15;3;Kresek;;;;;
19/03/24;240319002;Semangka 24;1;Kresek;;;;;
19/03/24;240319002;Kertas beo;1;Lain-lain;;;;;
19/03/24;240319003;Kertas beo;1;Lain-lain;;;;;
19/03/24;240319004;Dozer 15;1;Kresek;;;;;
19/03/24;240319005;Puma 8x35;1;Plastik;;;;;
19/03/24;240319006;Semangka 15;2;Kresek;;;;;
19/03/24;240319007;Foam bubur;1;Lain-lain;;;;;
19/03/24;240319008;Gelas Merak 18oz;1;Gelas;;;;;
19/03/24;240319008;Tutup gelas;1;Gelas;;;;;
19/03/24;240319008;Sedotan tongtji;1;Sedotan;;;;;
19/03/24;240319009;Palapa 40H;1;Kresek;;;;;
19/03/24;240319010;Dozer 15;1;Kresek;;;;;
19/03/24;240319011;Jeruk 1/2kg;1;Plastik;;;;;
19/03/24;240319012;Tomat 1/4kg;1;Plastik;;;;;
19/03/24;240319013;Jeruk 1/2kg;5;Plastik;;;;;
19/03/24;240319014;Kertas gajah;1;Lain-lain;;;;;
19/03/24;240319015;Tikus 1kg;1;Plastik;;;;;
19/03/24;240319016;Semangka 24;3;Kresek;;;;;
19/03/24;240319017;Semangka 24;1;Kresek;;;;;
19/03/24;240319018;Gelas Hok 10oz;1;Gelas;;;;;
19/03/24;240319019;Sendok teh W;1;Lain-lain;;;;;
19/03/24;240319020;Sedotan garis;1;Sedotan;;;;;
19/03/24;240319021;Semangka 15;1;Kresek;;;;;
19/03/24;240319022;Gelas Olala 16oz;1;Gelas;;;;;
19/03/24;240319023;Semangka 15;1;Kresek;;;;;
19/03/24;240319024;Semangka 24;1;Kresek;;;;;
19/03/24;240319025;Foam bubur;1;Lain-lain;;;;;
19/03/24;240319026;Foam bubur;1;Lain-lain;;;;;
19/03/24;240319027;Klip 7x10;1;Klip;;;;;
19/03/24;240319028;Jeruk 1/2kg;1;Plastik;;;;;
19/03/24;240319029;Gelas Merak 18oz;2;Gelas;;;;;
19/03/24;240319029;Gelas Merak 22oz;1;Gelas;;;;;
19/03/24;240319030;Kertas elang;1;Lain-lain;;;;;
20/03/24;240320001;Karet 1kg;1;Lain-lain;;;;;
20/03/24;240320001;Sedotan garis;1;Sedotan;;;;;
20/03/24;240320002;Kilat 15H;1;Kresek;;;;;
20/03/24;240320002;Klip 7x10;2;Klip;;;;;
20/03/24;240320003;Klip 3x4;1;Klip;;;;;
20/03/24;240320004;Jet roll 6x100x03;1;Plastik;;;;;
20/03/24;240320004;Mika 3T;1;Mika;;;;;
20/03/24;240320005;Wayang 1kg;2;Lain-lain;;;;;
20/03/24;240320005;Thinwall 1500ml;1;Thinwall;;;;;
20/03/24;240320006;Thinwall 650ml;1;Thinwall;;;;;
20/03/24;240320007;Palapa 40H;2;Kresek;;;;;
20/03/24;240320007;See-u bantal;1;Lain-lain;;;;;
20/03/24;240320008;Puma 5x15;1;Plastik;;;;;
20/03/24;240320009;Klip 17x11;1;Klip;;;;;
20/03/24;240320010;Cup 150ml;1;Cup;;;;;
20/03/24;240320011;Kilat 15H;1;Kresek;;;;;
20/03/24;240320012;Mika segitiga;1;Mika;;;;;
20/03/24;240320012;Cup 150ml;1;Cup;;;;;
20/03/24;240320012;Kancil 1/4kg;1;Plastik;;;;;
20/03/24;240320013;Tikus 1/4kg;1;Plastik;;;;;
20/03/24;240320014;Tutup gelas;5;Gelas;;;;;
20/03/24;240320015;Klip 7x10;1;Klip;;;;;
20/03/24;240320016;Gelas Hok 16oz;1;Gelas;;;;;
20/03/24;240320017;Jeruk 1/2kg;1;Plastik;;;;;
20/03/24;240320017;Karet 1 ons;1;Lain-lain;;;;;
20/03/24;240320017;Semangka 15;1;Kresek;;;;;
20/03/24;240320018;Semangka 15;2;Kresek;;;;;
20/03/24;240320018;Kertas beo;2;Lain-lain;;;;;
20/03/24;240320019;Semangka 15;2;Kresek;;;;;
20/03/24;240320019;Klip 4x6;2;Klip;;;;;
20/03/24;240320020;Sendok teh W;1;Lain-lain;;;;;
20/03/24;240320020;Kresek gelas mutiara;1;Gelas;;;;;
20/03/24;240320021;Kresek 1 gelas;4;Gelas;;;;;
20/03/24;240320022;Nemo 15;1;Kresek;;;;;
20/03/24;240320023;Gading 28P;1;Kresek;;;;;
20/03/24;240320024;Dos R5;3;Lain-lain;;;;;
20/03/24;240320024;See-u classic;2;Lain-lain;;;;;
20/03/24;240320024;Gelas Hok 12oz;1;Gelas;;;;;
20/03/24;240320024;Sendok dawet;1;Lain-lain;;;;;
20/03/24;240320024;Kamboja 21;1;Kresek;;;;;
20/03/24;240320025;Raja 24W;1;Kresek;;;;;
20/03/24;240320026;Gading 35P;1;Kresek;;;;;
20/03/24;240320027;Tusuk gigi wrap;1;Lain-lain;;;;;
20/03/24;240320028;Dozer 24;1;Kresek;;;;;
20/03/24;240320029;Foam polos;1;Lain-lain;;;;;
20/03/24;240320030;Kresek gelas mutiara;2;Gelas;;;;;
20/03/24;240320031;Jeruk 1/4kg;1;Plastik;;;;;
20/03/24;240320032;Dozer 15;1;Kresek;;;;;
20/03/24;240320033;Cup cake 12.5;12;Cup;;;;;
20/03/24;240320034;Cup 25ml;5;Cup;;;;;
20/03/24;240320035;Palapa 35H;2;Kresek;;;;;
20/03/24;240320036;Tictas 1/2kg;1;Plastik;;;;;
20/03/24;240320037;Mika segitiga;2;Mika;;;;;
21/03/24;240321001;Jeruk 1/2kg;5;Plastik;;;;;
21/03/24;240321001;Semangka 24;1;Kresek;;;;;
21/03/24;240321001;Dozer 15;1;Kresek;;;;;
21/03/24;240321002;Gading 28P;5;Kresek;;;;;
21/03/24;240321002;Klip 7x10;1;Klip;;;;;
21/03/24;240321002;Foam polos;1;Lain-lain;;;;;
21/03/24;240321003;Thinwall 1000ml SQ;1;Thinwall;;;;;
21/03/24;240321003;Tusuk gigi;1;Lain-lain;;;;;
21/03/24;240321004;Nemo 24;1;Kresek;;;;;
21/03/24;240321005;Gading 35P;1;Kresek;;;;;
21/03/24;240321005;Kamboja 28;1;Kresek;;;;;
21/03/24;240321006;Gelas Merak 18oz;3;Gelas;;;;;
21/03/24;240321006;Gelas Merak 22oz;2;Gelas;;;;;
21/03/24;240321007;Jeruk 1/2kg;1;Plastik;;;;;
21/03/24;240321008;Semangka 24;3;Kresek;;;;;
21/03/24;240321009;Klip 4x6;1;Klip;;;;;
21/03/24;240321010;Mika 3T;1;Mika;;;;;
21/03/24;240321011;Kancil 1/2kg;1;Plastik;;;;;
21/03/24;240321012;Puma 1kg;1;Plastik;;;;;
21/03/24;240321013;Wayang 2kg;1;Lain-lain;;;;;
21/03/24;240321014;Gawang 30x35x02;1;Lain-lain;;;;;
21/03/24;240321015;Tomat 1/2kg;1;Plastik;;;;;
21/03/24;240321016;Kertas gajah;1;Lain-lain;;;;;
21/03/24;240321016;Jeruk 1/2kg;1;Plastik;;;;;
21/03/24;240321016;Sendok smart;1;Lain-lain;;;;;
21/03/24;240321017;Semangka 24;2;Kresek;;;;;
21/03/24;240321018;Sendok smart;5;Lain-lain;;;;;
21/03/24;240321018;Gelas Olala 16oz;5;Gelas;;;;;
21/03/24;240321019;Sedotan putih tekuk;1;Sedotan;;;;;
21/03/24;240321020;Karet 1 ons;2;Lain-lain;;;;;
21/03/24;240321021;Sendok set;1;Lain-lain;;;;;
21/03/24;240321022;Puma 8x35;1;Plastik;;;;;
21/03/24;240321023;Sedotan tongtji;1;Sedotan;;;;;
21/03/24;240321024;Jeruk 1/2kg;1;Plastik;;;;;
21/03/24;240321025;Semangka 15;1;Kresek;;;;;
21/03/24;240321026;Tikus 1kg;1;Plastik;;;;;
21/03/24;240321027;Dozer 15;2;Kresek;;;;;
21/03/24;240321028;Kamboja 21;1;Kresek;;;;;
21/03/24;240321029;Sedotan hitam;1;Sedotan;;;;;
21/03/24;240321030;Dozer 24;1;Kresek;;;;;
21/03/24;240321031;Thinwall 500ml;1;Thinwall;;;;;
21/03/24;240321032;Sendok smart;1;Lain-lain;;;;;
21/03/24;240321033;Mangkok Victory 650ml;1;Thinwall;;;;;
21/03/24;240321034;Klip 4x6;1;Klip;;;;;
21/03/24;240321035;Klip 7x10;2;Klip;;;;;
21/03/24;240321036;Kijang 1/2kg;1;Plastik;;;;;
21/03/24;240321037;Paper bag M;18;Lain-lain;;;;;
21/03/24;240321038;Semangka 15;1;Kresek;;;;;
21/03/24;240321039;Kamboja 21;1;Kresek;;;;;
21/03/24;240321040;Tomat 2kg;1;Plastik;;;;;
22/03/24;240322001;HD los 15H;1;Lain-lain;;;;;
22/03/24;240322002;Raja 24W;1;Kresek;;;;;
22/03/24;240322003;Sendok smart;1;Lain-lain;;;;;
22/03/24;240322004;Thinwall 1500ml;1;Thinwall;;;;;
22/03/24;240322005;Mika kaca;4;Mika;;;;;
22/03/24;240322006;Puma 1kg;1;Plastik;;;;;
22/03/24;240322007;Palapa 40H;2;Kresek;;;;;
22/03/24;240322008;Dos R3A;4;Lain-lain;;;;;
22/03/24;240322009;Sarung tangan;1;Lain-lain;;;;;
22/03/24;240322010;Sedotan garis;1;Sedotan;;;;;
22/03/24;240322011;Gelas Hok 14oz;3;Gelas;;;;;
22/03/24;240322012;Sarung tangan;1;Lain-lain;;;;;
22/03/24;240322013;Sedotan putih K;1;Sedotan;;;;;
22/03/24;240322014;Cup 150ml;1;Cup;;;;;
22/03/24;240322015;Dos R3A;1;Lain-lain;;;;;
22/03/24;240322016;Gelas Hok 14oz;4;Gelas;;;;;
22/03/24;240322017;OPP 10x10;10;OPP;;;;;
22/03/24;240322018;"Isolasi 2""";1;Lain-lain;;;;;
22/03/24;240322019;Tictas 1kg;1;Plastik;;;;;
22/03/24;240322019;Piring tart;2;Lain-lain;;;;;
22/03/24;240322020;Sendok teh B;1;Lain-lain;;;;;
22/03/24;240322021;HD los 15H;2;Lain-lain;;;;;
22/03/24;240322021;HD los 24H;2;Lain-lain;;;;;
22/03/24;240322022;Shopping bag 30x28;1;Kresek;;;;;
22/03/24;240322023;Klip 7x10;2;Klip;;;;;
22/03/24;240322024;Shopping bag 30x28;1;Kresek;;;;;
22/03/24;240322025;Gading 35H;1;Kresek;;;;;
22/03/24;240322026;Gading 40H;1;Kresek;;;;;
22/03/24;240322027;Mangkok bakso;1;Thinwall;;;;;
22/03/24;240322028;Lakban bening;1;Lain-lain;;;;;
22/03/24;240322029;Gelas Hok 12oz;1;Gelas;;;;;
22/03/24;240322030;Shopping bag 20x28;1;Kresek;;;;;
22/03/24;240322031;Gelas Merak 18oz;2;Gelas;;;;;
22/03/24;240322032;Lakban bening;1;Lain-lain;;;;;
22/03/24;240322033;Tikus 1kg;1;Plastik;;;;;
22/03/24;240322034;Semangka 24;1;Kresek;;;;;
22/03/24;240322035;Kelud;1;Lain-lain;;;;;
22/03/24;240322036;OPP 13x13;1;OPP;;;;;
22/03/24;240322037;Sedotan garis;2;Sedotan;;;;;
22/03/24;240322038;Sendok smart;1;Lain-lain;;;;;
22/03/24;240322039;Dozer 15;1;Kresek;;;;;
22/03/24;240322040;Gelas Merak 18oz;1;Gelas;;;;;
22/03/24;240322041;Dozer 15;2;Kresek;;;;;
22/03/24;240322042;Jeruk 1/2kg;1;Plastik;;;;;
22/03/24;240322043;Sedotan garis;1;Sedotan;;;;;
22/03/24;240322044;Tictas 24;1;Plastik;;;;;
22/03/24;240322045;Gelas Merak 22oz;1;Gelas;;;;;
22/03/24;240322046;Jet 1/2kg;2;Plastik;;;;;
22/03/24;240322047;Semangka 24;2;Kresek;;;;;
22/03/24;240322048;Kertas beo;2;Lain-lain;;;;;
22/03/24;240322049;Nemo 24;1;Kresek;;;;;
22/03/24;240322050;Tutup gelas;3;Gelas;;;;;
22/03/24;240322051;Cup pudding 120ml;1;Cup;;;;;
22/03/24;240322052;Kresek 1 gelas;3;Gelas;;;;;
22/03/24;240322053;Thinwall 650ml;1;Thinwall;;;;;
22/03/24;240322054;HD los 28W;1;Lain-lain;;;;;
22/03/24;240322055;Thinwall 500ml;1;Thinwall;;;;;
